PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activation,Standard Deviation
RESULT_TYPE,,,,,,,,FLOAT,FLOAT
RESULT_DESCR,,,,,,,,Normalized percent activation of the primary screen at a compound concentration of 11.6 micromolar.,Standard deviation of the confirmation assay derived from the normalized percent inhibition of the triplicate data for each compound.
RESULT_UNIT,,,,,,,,PERCENT,NONE
RESULT_ATTR_CONC_MICROMOL,,,,,,,,11.6,
1680,24807778,1092464,C1=CC=C(C(=C1)NC2=NC(=CS2)C3=CN=CC=C3)Cl,Active,1,,,15.57,4.18333
1681,26669792,3411203,C1=CC=C2C(=C1)C(=CN2)C(=O)COC3=C(N=CC=C3)[N+](=O)[O-],Active,1,,,15.57,2.32817
1682,22416065,886107,CC1=CC(=C(C=C1)C)NC(=S)C2=NC3=CC=CC=C3C=C2,Active,1,,,15.55,4.12394
1683,17509127,9591979,C/C(=N\NC(=O)CC1=CC=CC=C1)/CC(=O)NC2=CC(=C(C=C2OC)Cl)OC,Active,1,,,15.54,1.88665
1684,14731960,9550191,CCOC1=CC=C(C=C1)NC2=NC3=CC=CC=C3N4C2=NN=N4,Active,1,,,15.54,2.16005
1685,47199830,868499,CC1=CC(=CC(=C1Cl)C)OCCN2C=CN=C2,Active,1,,,15.52,0.903183
1686,47198602,135504444,CCOC1=CC=C(C=C1)/C=C/C(=O)C2=C(C=C(OC2=O)C)O,Active,1,,,15.51,6.13828
1687,24779571,5378362,C1=CC=C2C(=C1)C=C(/C(=N/NC(=O)C3=CC=NC=C3)/O2)C(=O)N,Active,1,,,15.48,2.72548
1688,49641100,721040,CC1=CC(=C2C(=C1)N=C(O2)C3=CC(=CC=C3)N)C,Active,1,,,15.43,4.80371
1689,17510445,12005203,CC1=C(C2=NSN=C2C=C1)NC(=S)NC(=O)C3=CC=CO3,Active,1,,,15.43,1.77725
1690,17433278,2210858,CCCCC(=O)NC1=CC=C(C=C1)C(=O)NC2=C(C=CC(=C2)C(F)(F)F)Cl,Active,1,,,15.43,6.58597
1691,49641261,1092431,CC1=CC(=NC=C1)NC2=NC(=CS2)C3=CC=C(C=C3)F,Active,1,,,15.4,3.5689
1692,24831368,9671416,CC1=CC2=C(C=C1)N=C(N=C2N/N=C/C3=CC=NC=C3)C(Cl)(Cl)Cl,Active,1,,,15.37,3.03975
1693,14746414,1635730,COC1=CC=C(C=C1)NC2=NC(=NC(=N2)N)CSC3=NN=C(S3)N,Active,1,,,15.36,4.60093
1694,85201114,44202199,CN1C=NC=C1C#CC2=C(SC3=CC4=C(C=C32)OCO4)C5=CC=C(C=C5)OC,Active,1,,,15.36,1.13904
1695,49726757,3155013,C1=COC(=C1)C(=O)NC2=CC3=C(C=C2)N=C(S3)N,Active,1,,,15.35,2.68443
1696,26663717,9635836,C1=CC(=CN=C1)/C(=N/OC(=O)C2=C(C=C(C=C2)Cl)[N+](=O)[O-])/N,Active,1,,,15.31,4.41956
1697,17514783,2139924,CC1=C(C=C(C(=N1)C)NC(=O)NC2=CC(=CC=C2)OC)NC(=O)NC3=CC(=CC=C3)OC,Active,1,,,15.3,2.86002
1698,26670842,5378436,CN1C(=O)C2=C(NC1=O)N=NC(=N2)C3=CC(=C(C=C3)Cl)Cl,Active,1,,,15.26,0.379895
1699,17513774,9660641,C1=CC=C2C(=C1)C=CC=C2C(=O)O/N=C(/C3=CC=C(C=C3)Br)\N,Active,1,,,15.24,3.63254
1700,4243729,3238416,CCN1C(=CSC1=NC(=O)C2=CC=CC=C2O)C,Active,1,,,15.24,3.32709
1701,17507168,135498026,CC1=CC(=NC(=N1)C2=CC=CC=C2O)N/N=C\C3=CC=CC=C3,Active,1,,,15.18,2.5931
1702,17412446,5344241,CC1=CC=C(C=C1)NCC(=O)N/N=C(/C)\C2=CC=C(S2)Br,Active,1,,,15.17,2.31551
1703,22400677,4057768,COC1=C(C=C(C(=C1)C2NC3=CC=CC=C3C(=O)N2C4=CC=C(C=C4)Cl)Cl)OCC(=O)O,Active,1,,,15.15,6.94082
1704,22413064,9566388,CCOC(=O)C1=C(NN=C1N/N=C/C2=CC=NC=C2)C,Active,1,,,15.1,3.06023
1705,14735958,9550839,CC1=CC(=C(C=C1)C)C(=O)O/N=C(/C2=CC=C(C=C2)Br)\N,Active,1,,,15.05,2.52305
1706,22402655,4437607,CC1=CC(=C(C=C1)NC2=NNC(=C2[N+](=O)[O-])C)C,Active,1,,,15.04,3.50665
1707,17410316,1481622,CC1=CC=C(C=C1)CSC2=NC3=CC=CC=C3C=C2C=O,Active,1,,,15.02,3.30517
1708,14742432,920008,CC1CCN(CC1)CC(=O)N2C(=C(C3=CC=CC=C32)C)C,Active,1,,,15.01,3.92534
1709,49646656,781225,COC1=CC(=C(C=C1)O)C2=CC(=NN2)C3=CC=C(C=C3)F,Active,1,,,15,4.82361
1710,14739396,2933809,C1=COC(=C1)C2C=C(NC3=NC=NN23)C4=CC=C(C=C4)Br,Active,1,,,15,6.82891
1711,7973704,80727,COC1=C(C=C(C(=C1)N)Cl)NC(=O)C2=CC=CC=C2,Active,1,,,14.95,0.785146
1712,24805508,9587550,C1=CC=C2C(=C1)C=CC=C2C(=O)O/N=C(/C3=CN=CC=C3)\N,Active,1,,,14.95,4.53847
1713,49674687,5289419,COC1=CC\2=C(C=C1)NC(=O)/C2=C\C3=CN=CN3,Active,1,,,14.95,2.26457
1714,49666975,135651881,CCOC1=CC=CC=C1OC2=C(NN=C2)C3=C(C=C(C=C3)OCC(=O)NN)O,Active,1,,,14.94,5.06357
1715,7968219,5309288,CC(C)CC1=CC(=NO1)C(=O)NC2=CC(=C(C=C2OC)Cl)OC,Active,1,,,14.93,3.67629
1716,17413522,6898137,C1=CC=C(C(=C1)COC2=C(C=C(C=C2)Cl)/C=N/O)Cl,Active,1,,,14.9,3.11477
1717,4249984,3243858,CCOC(=O)C1=C(C2=CC=CC=C2O1)NC(=O)COC,Active,1,,,14.9,2.96587
1718,49643452,865685,CC1=CC2=NC(=C(C=C2C=C1)C#N)NC3=CC=C(C=C3)OC,Active,1,,,14.9,0.62133
1719,24820147,1480020,CC1=C(C=C(C=C1)N2C=C(N=N2)C(=O)C3=CC=C(C=C3)N4CCN(CC4)C)Cl,Active,1,,,14.88,4.17934
1720,49819109,2958701,COC1=C(C=C(C=C1)NC(=O)C2=CC=CO2)NC(=O)C3=C(C=C(C=C3)C#N)F,Active,1,,,14.87,2.60538
1721,22414261,902053,CNC(=O)C1=C(N=CC=C1)NC2=CC=CC(=C2)C(F)(F)F,Active,1,,,14.86,5.05878
1722,22415477,682811,C1=CC=C2C(=C1)C(=NC2=NC3=CC=C(C=C3)Br)N,Active,1,,,14.85,3.37821
1723,7975821,1344243,COC1=C(C=C(C=C1)Br)C(=O)NC2=CC=CC(=C2)NC(=O)C3=CC=CO3,Active,1,,,14.85,4.71156
1724,24827342,9658313,C/C(=N\NC1=CC=C(C=C1)[N+](=O)[O-])/C2=CC3=CC=CC=C3O2,Active,1,,,14.82,6.26279
1725,22406194,5958755,C1=CC2=C(C(=C1)[N+](=O)[O-])N=C(C=C2)/C=C/C3=CC=C(C=C3)C(F)(F)F,Active,1,,,14.8,2.07692
1726,4257314,956345,C1=CC=C2C(=C1)C=CC=C2C3=NC(=NO3)C4=CC=NC=C4,Active,1,,,14.8,3.48348
1727,22413807,5401043,CC1=C2C(=CC(=N1)C(=O)NC3=CC=C(C=C3)OC)C4=CC=CC=C4N2,Active,1,,,14.79,6.50738
1728,47197860,896134,CC(C)C1=CC=C(C=C1)C(=O)NC2=C(SC=C2)C(=O)OC,Active,1,,,14.79,0.221949
1729,22414292,5150870,CC(=NNC1=NC(=CS1)C2=CC=CC=C2)C,Active,1,,,14.77,2.96307
1730,49641131,751906,C1=CC=NC(=C1)NC2=NC(=CS2)C3=C(C=C(C=C3)O)O,Active,1,,,14.71,4.77898
1731,49680782,135557876,CC1=NC=C(C(=C1O)/C=N/NC2=NC=C(C=C2)C(F)(F)F)CO,Active,1,,,14.7,5.71791
1732,17515599,5426672,CCOC(=O)C1=C(NC(=C1C)C(=O)N/N=C\C2=CC=CC=C2Cl)C,Active,1,,,14.7,1.73636
1733,24811284,9600695,COC1=CC(=CC(=C1OC)OC)/C=N/N=C(/C2=NON=C2N)\N,Active,1,,,14.68,1.58205
1734,14729167,2977827,CC1CCN(CC1)C2=CC=C(C=C2)NC(=S)NC(=O)C3=CC=C(O3)C4=CC(=CC=C4)[N+](=O)[O-],Active,1,,,14.67,3.39416
1735,24796041,2226431,C1=CC(=CC=C1NC(=O)C2=CC3=NC=CN=C3C=C2)OC(F)(F)F,Active,1,,,14.65,3.01124
1736,4259382,1265631,C1=CC=C(C=C1)C2=NC(=NN2)C3=CC(=CC=C3)Br,Active,1,,,14.64,4.00796
1737,17513231,5899977,COC1=C(C=C\2C(=C1)COC(=O)/C2=C\C3=CC=C(C=C3)Br)OC,Active,1,,,14.61,1.70997
1738,24824057,4617918,CC1=C2C(=C(C=C1)OC)N=C(S2)NNC(=O)COC3=CC=CC=C3,Active,1,,,14.6,6.97891
1739,14742139,9551757,C1=CC=C(C(=C1)C(=O)N/C(=N/C2=NC3=CC=CC=C3O2)/N)F,Active,1,,,14.59,1.32617
1740,864623,665865,CC1C(=O)N(/C(=C(/C#N)\C(=O)N)/S1)C2=CC=C(C=C2)F,Active,1,,,14.55,3.30235
1741,24808057,1441103,CC1=C(N2C(=CC(=N2)C3=CC=C(C=C3)Cl)N=C1C)NCCN(C)C,Active,1,,,14.53,2.21321
1742,22402273,852495,CC1=C(N=C2N1C=CC=C2)C3=CC=C(C=C3)Br,Active,1,,,14.52,3.55763
1743,47201291,5115307,C1=CC=C2C(=C1)C=C(N2)C3=CC(=CC=C3)[N+](=O)[O-],Active,1,,,14.52,3.67366
1744,22407463,9656065,C1=CC=C2C(=C1)C=CC(=N2)N/N=C/C3=CC=CC=C3Br,Active,1,,,14.49,0.686951
1745,17410570,9594082,C/C(=N\NC(=S)N)/CC(=O)NC1=C(C=CC(=C1)Cl)Cl,Active,1,,,14.45,1.96775
1746,49828829,17383719,C1=CC(=CC=C1NC(=O)NC2=NOC=C2)Cl,Active,1,,,14.42,4.05197
1747,24823585,1512222,C1=CC(=CC=C1NC(=O)C2=CC3=C(C=C2)N=CN3)F,Active,1,,,14.4,0.758022
1748,26730180,2744514,CC1=C(SC(=N1)C2=CC=C(C=C2)C(F)(F)F)C(=O)NN,Active,1,,,14.36,3.13384
1749,857204,658556,C1CCC(CC1)N2CCN(CC2)C3=NC=NC4=C3NC5=CC=CC=C54,Active,1,,,14.35,2.36699
1750,7971579,5310508,CC1=C(C=CC=C1NC(=O)C2=CC=CO2)C3=NC4=C(S3)N=CC=C4,Active,1,,,14.35,2.59083
1751,24805968,3208036,CCC1=C(N=C2C=CC(=CC2=C1)OC)SCC(=O)NNC(=O)C3=CC=CO3,Active,1,,,14.34,5.57787
1752,17509480,12004844,C1=CC=C2C(=C1)C(=O)N(C(=N2)C3=CC=C(C=C3)Cl)NC(=O)C4=C(N=CC=C4)Cl,Active,1,,,14.34,6.79058
1753,47198264,867257,CC1=CC(=C(C(=C1)OCCN2C=CN=C2)C)C,Active,1,,,14.34,2.93509
1754,24798146,135433341,C1C(CC(=O)C(=C1O)C=NC2=CC=C(C=C2)O)C3=CC=CC=C3,Active,1,,,14.31,6.13703
1755,22401648,2115669,C1=CC=C(C=C1)C(=O)C2=C(C=CC(=C2)Cl)NC(=O)COC(=O)C3=CC=C(C=C3)NC(=O)N,Active,1,,,14.31,2.9965
1756,24826086,9660939,C1=CC(=CN=C1)NC(=S)N/N=C/C2=CC(=C(C=C2)F)F,Active,1,,,14.3,3.06962
1757,85198273,327861,COC1=C(C=C2C=NC(=CC2=C1)C3=CC=CC=C3)OC,Active,1,,,14.26,1.06497
1758,7976425,583866,C1COC(C2=CC=CC=C21)CNC(=O)C3=CC=CO3,Active,1,,,14.24,6.72655
1759,47203915,869831,CCOC1=CC=C(C=C1)NC2=NC(=CS2)C3=CN=CC=C3,Active,1,,,14.23,1.90892
1760,22404126,9661641,C/C(=N\NC(=S)NC1=CC=C(C=C1)F)/C2=CC3=C(C=C2)OCCO3,Active,1,,,14.23,2.25729
1761,47203677,721127,C1=CC(=CC=C1N2N=C3C=CC(=CC3=N2)N)F,Active,1,,,14.22,4.48366
1762,7965371,230754,C1=CC=C2C(=C1)C(=O)N3C4=CC=CC=C4SC3=N2,Active,1,,,14.2,6.62836
1763,24820849,6861666,C1=CC(=CC=C1C2=CC=C(O2)/C=N/NC(=S)N)[N+](=O)[O-],Active,1,,,14.19,2.20556
1764,4249672,3243593,C1CN(CCN1C2=CC=C(C=C2)F)C3=NC(=CC(=N3)C(F)(F)F)C4=CC=CO4,Active,1,,,14.19,1.63755
1765,845565,647922,CC1=C(C=CC(=C1)NC(=O)C2=C(C3=CC=CC=C3O2)C)N4C=NN=N4,Active,1,,,14.19,7.88926
1766,3714377,2555366,CC1=CN=C(S1)NC(=O)C2=CC=C(O2)C3=NC4=CC=CC=C4S3,Active,1,,,14.17,1.13418
1767,22405561,6272097,COC1=C(C=CC(=C1)/C=C(\C#N)/C2=NC3=CC=CC=C3N2)OC(=O)C4=CC=CO4,Active,1,,,14.17,5.31643
1768,24814853,1505854,CC1=C(C(=O)N(N=C1NC(=O)OC)C2=CC=C(C=C2)Cl)C#N,Active,1,,,14.16,8.30893
1769,14735210,6619100,COC1=CC(=C(C=C1NC(=O)C2=NOC(=C2)C3CC3)OC)Cl,Active,1,,,14.13,2.54095
1770,17433105,805879,CC1=CC(=C(C=C1)C)NC(=S)C2=NC3=CC=CC=C3S2,Active,1,,,14.09,2.19743
1771,7970476,4609055,CN1C(=O)C2=C(C1=O)C(=CC=C2)NC(=O)CC3=CC=CC=C3,Active,1,,,14.09,1.96826
1772,49824541,24818814,CN1C2=C(C=C(C=C2)C#CC3=CC=C(C=C3)OC)C(=O)C4=CC=CC=C41,Active,1,,,14.05,4.20396
1773,49816252,2915956,CC(C(=O)NC1=C(C=C(C(=C1)OC)NC(=O)C2=CC=CC=C2)OC)OC3=CC=CC=C3,Active,1,,,14.05,3.48268
1774,14725718,831980,C1=CC=C2C(=C1)N=C(O2)C3=CC4=C(C=C3)N=CN4,Active,1,,,14.05,2.37123
1775,3712496,752434,C1=CC=C(C=C1)C(=O)NC2=CC=CC(=C2)C3=CN4C=CSC4=N3,Active,1,,,14.03,3.35677
1776,49817769,18106749,CC1=CN=C(C=C1)NC(=O)C2=C(C3=CC=CC=C3O2)C,Active,1,,,14.01,3.52937
1777,74373494,53313062,CCCCNC1=C(N=C2N1C=C(C=C2)Cl)C3=CC=C(C=C3)C4=CC(=CC=C4)Cl.C(=O)(C(F)(F)F)O,Active,1,,,13.97,3.7833
1778,17407385,11958608,CC1=C(SC(=N1)NC(=O)CCC=C)C2=CSC(=N2)NC3=CC(=CC=C3)OC,Active,1,,,13.95,3.38122
1779,7965397,1517734,COC1=CC(=CC(=C1OC)OC)C2=NC(=NO2)C3=CC=C(O3)Br,Active,1,,,13.93,3.85353
1780,14722089,906598,CC(=O)NC1=C(OC2=CC=CC=C21)C(=O)C3=CC=C(C=C3)OC,Active,1,,,13.93,4.59793
1781,26732595,644213,C1=CC=C(C=C1)NC(=O)C2=C(C=CC(=C2)[N+](=O)[O-])Cl,Active,1,,,13.93,4.89056
1782,49644286,725660,CC1=CC=CC=C1NC(=O)C2=CC3=CC=CC=C3O2,Active,1,,,13.92,0.924903
1783,49644019,24747044,CC(=O)OC1=CC=CC=C1/C=C/C2=[N+](C3=CC=CC=C3C=C2)C.[I-],Active,1,,,13.9,1.68895
1784,4264584,5356192,C1=CC=C2C(=C1)C3=NC4=CC=CC=C4N=C3N2,Active,1,,,13.89,1.65376
1785,14746568,6029706,CC(C)NC(=S)N/N=C(\C)/C1=CC=C(C=C1)N2C=CN=C2,Active,1,,,13.87,5.95998
1786,17388085,9587063,C1=CC(=CN=C1)/C(=N/OC(=O)C2=CC(=C(C=C2)Cl)Cl)/N,Active,1,,,13.85,2.47851
1787,24836766,135520011,CC1=CSC(=NC)N1/N=C/C2=CC(=C(C(=C2)Br)O)Br,Active,1,,,13.83,1.25033
1788,17409738,5706980,CON/C=C(\C=NC1=CC=C(C=C1)Cl)/C2=C(C=C(C=N2)C(F)(F)F)Cl,Active,1,,,13.82,2.09036
1789,22402095,9591243,C/C(=N\NC(=O)CNC1=CC=CC2=CC=CC=C21)/C3=CC=C(S3)Br,Active,1,,,13.81,3.89171
1790,47202346,2974249,C1=CC=C2C(=C1)C(=NC(=N2)NC3=CC(=C(C=C3)Cl)Cl)NCCO.Cl,Active,1,,,13.77,5.48917
1791,4264869,877120,C1=CC=C(C(=C1)C2=NC(=NO2)C3=CN=CC=C3)Cl,Active,1,,,13.75,4.46872
1792,4252007,3245617,CC1=NC2=NN=NN2C(=C1)NC3=CC=C(C=C3)Cl,Active,1,,,13.75,1.3493
1793,17401757,6884287,C1=CC=C2C(=C1)C=C3C=CC=CC3=C2/C=N/NC(=O)CN4C=NC=N4,Active,1,,,13.72,2.58176
1794,863861,665114,CC1=CC2=NC3=C(C=C2C=C1)C(=NN3C)NC(=O)C4=CN=CC=C4,Active,1,,,13.71,3.33145
1795,26665403,713948,C1=CC=C(C=C1)N2C(=NNC2=S)C3=CC(=NN3)C4=CSC=C4,Active,1,,,13.7,1.94266
1796,47201906,2972068,COC1=C(C=C(C=C1)Cl)NC2=NC3=CC=CC=C3C(=N2)N.Cl,Active,1,,,13.7,4.55797
1797,14723769,958650,CCCC(=O)NC1=NC2=C(S1)C=C(C=C2)NC(=O)C,Active,1,,,13.7,5.19846
1798,7967708,1267158,C1COC2=C(O1)C=CC(=C2)NS(=O)(=O)C3=C(C=C(C(=C3)C(=O)O)Cl)Cl,Active,1,,,13.7,1.54068
1799,17511535,1401180,CC(C)(C)C1=CC=C(C=C1)C(=O)NC2=NN=C(S2)CC3=CNC4=CC=CC=C43,Active,1,,,13.68,5.24098
1800,17409756,1488322,CN1C(=CC=C(C1=O)C#N)C2=CC=C(C=C2)Cl,Active,1,,,13.66,4.44478
1801,26727106,2725436,CCNC(=S)NC1=CC=CC(=C1)NC(=O)C2=CC=CC=C2O,Active,1,,,13.65,2.98432
1802,14737913,4250022,CCOC(CNC(=O)C1=CC=CN2C1=NC3=C(C2=O)C=C(C=C3)Cl)OCC,Active,1,,,13.62,2.12946
1803,22413769,15945733,C1CN2C3=CC=CC=C3N(C2=N1)CC(=O)C4=CC=C(S4)Br.Br,Active,1,,,13.61,1.95865
1804,17510357,9678520,CC1=CC=C(O1)/C=N/NC2=NC3=CC=CC=C3S2,Active,1,,,13.61,3.87724
1805,7969546,4641020,CC1=NC(=CC=C1)NC(=O)C2=CN=C3N(C2=O)C=CS3,Active,1,,,13.59,4.46127
1806,49665468,1454908,C1=CC=C(C=C1)OCC2=NC(=S)C3=CC=CC=C3N2,Active,1,,,13.58,1.65407
1807,49733523,9591971,C/C(=N\NC(=O)C1=CC=CC=N1)/CC(=O)NC2=CC(=C(C=C2OC)Cl)OC,Active,1,,,13.56,3.52631
1808,81066528,12301200,C1=CC=C(C=C1)/C=[N+](/C2=CC=C(C=C2)Br)\[O-],Active,1,,,13.53,2.08539
1809,49640602,24746724,C1CC1NC(=O)C2=C[C@@H](C[C@@H](O2)OCCCCO)C3=CC=C(C=C3)C(F)(F)F,Active,1,,,13.51,1.09567
1810,17505239,135497978,C1=CC=C(C=C1)C2=C(SC(=N2)N)N=NC3=CC=C(C=C3)Cl.Br,Active,1,,,13.51,2.69823
1811,22402680,727780,C1=CC(=C(N=C1)Cl)NC(=O)NC2=CC=C(C=C2)Cl,Active,1,,,13.46,3.20807
1812,14742548,9551802,C1=C[C@@H]2[C@@H]3[C@H]([C@H](N2N=C1)C(=O)NC4=CC=C(C=C4)Cl)C(=O)N(C3=O)C5=CC=C(C=C5)Cl,Active,1,,,13.45,3.05296
1813,47201504,9662076,C1=CC=NC(=C1)/C(=N/OC(=O)C2=C(C=C(C=C2)Cl)[N+](=O)[O-])/N,Active,1,,,13.43,2.87059
1814,49730598,20864975,CC1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)C(=O)C3=CC(=NN3)C4=CC=C(C=C4)OC,Active,1,,,13.42,6.32565
1815,17512113,1366257,C1CCN(CC1)C2=CC=C(O2)/C=C(\C#N)/C(=O)NC3=CC(=CC=C3)Br,Active,1,,,13.36,4.58798
1816,855890,3828,CC1=CC(=O)C2=C(C3=C(C(=C2O1)OC)OC=C3)OC,Active,1,,,13.35,1.04275
1817,22413209,850318,CCCC1=NN(C(=C1Cl)C(=O)NC2=CC=CC=C2)C,Active,1,,,13.34,5.13984
1818,4255383,853426,C1=CC=C(C=C1)C2=NC(=NC(=N2)N)C3=CC=CC=C3O,Active,1,,,13.34,2.00045
1819,26664661,255817,CC1=C(C=CC2=C1NC3=CC=CC=C23)CCN,Active,1,,,13.32,5.01973
1820,17386967,672396,CCCC1=CC=C(C=C1)C2=C(SC(=C2C#N)N)C,Active,1,,,13.28,7.15126
1821,49825603,5414197,C1OC2=C(O1)C=C(C(=C2)/C=N\NC(=O)C3=CN=CC=C3)Cl,Active,1,,,13.26,3.4052
1822,49817047,6470895,CN1C(=C(C=N1)Cl)C(=O)NC2=CC3=C(C=C2)OCO3,Active,1,,,13.24,7.07993
1823,4255955,719865,C1=CC=C2C(=C1)C=CC(=C2O)C3=NNC(=C3)C4=CC=CO4,Active,1,,,13.21,5.62479
1824,24793010,891679,CCN1C=C(C(=N1)C(=O)NC2=C(C=C(C=C2)F)F)Br,Active,1,,,13.2,2.76743
1825,865980,667243,CC1CC2=NC(=NC(=C2C(=O)C1)C)N3CCN(CC3)C4=CC=CC=C4,Active,1,,,13.19,4.60308
1826,17410292,1483715,CC1=C(SC(=N1)C2=CN=CC=C2)C(=O)NC3=CC=C(C=C3)Cl,Active,1,,,13.19,1.20291
1827,49666886,3773800,C=CCNC1=NC(=C(C(=N1)NC2=CC(=CC=C2)Cl)[N+](=O)[O-])N,Active,1,,,13.18,4.07099
1828,14731170,81867,C1=CC=C2C(=C1)C(=O)N(C2=O)C3=CC=C(C=C3)Cl,Active,1,,,13.17,3.50002
1829,49642197,135468583,CC1=NC2=CC=CC=C2C(=C1)N/N=C/C3=CC=CC=C3O,Active,1,,,13.13,2.98875
1830,22408763,2098333,COC1=C(C=C2C(=C1)C3=CC=CC=C3O2)NC(=O)C4=CC(=NC5=CC=CC=C54)C6=CC=NC=C6,Active,1,,,13.12,7.95309
1831,853025,655668,CC1=CC=C(C=C1)C(=O)NC2=C(C=CC(=C2)NC(=O)C3=CC=CO3)OC,Active,1,,,13.11,3.87521
1832,51085783,7217092,CN1C(=O)C(=CN=C1SCC(=O)C2=CC=CC=C2)C(=O)NC3=CC=C(C=C3)F,Active,1,,,13.11,7.11171
1833,24823018,16195359,COC1=C(C=C2C(=C1)C(=NC(=S)N2)NCC=C)OC,Active,1,,,13.11,3.29318
1834,85201008,781202,C1=CC=C(C=C1)C2=NNC(=C2)C3=CC=CC=C3O,Active,1,,,13.1,1.07369
1835,3716789,669435,COC1=CC=CC(=C1)C(=O)NC2=NCCS2,Active,1,,,13.1,2.39888
1836,26659322,6882801,CC1=CC=C(C=C1)C2=CC=C(O2)/C=N/NC(=S)N,Active,1,,,13.1,4.28095
1837,22403896,2913192,C1=CC2=NC=CN=C2C(=C1)NC3=CC=C(C=C3)F,Active,1,,,13.1,3.98971
1838,7971230,3321092,CCOC1=C2C(=CC=C1)SC(=N2)NC(=O)C3=CC=C(S3)Br,Active,1,,,13.06,3.2948
1839,49666843,5730138,COC1=CC=CC(=C1OC)/C=C/C2=NC3=C(C=CC=C3O)C=C2,Active,1,,,13.05,0.20806
1840,17506150,1966389,CSC1=NSC(=N1)SCC(=O)NC2=NC3=CC=CC=C3S2,Active,1,,,13.01,3.35598
1841,17510377,260557,CN(C)C1=CC=C(C=C1)NC2=C(C(=O)C3=CC=CC=C3C2=O)Cl,Active,1,,,13.01,2.04933
1842,7976416,399097,CC1=NN=C2N1C3=CC=CC=C3N=C2C4=CC=CC=C4,Active,1,,,13,5.08461
1843,17517089,9681693,CC(=O)NC1=CC=C(C=C1)/C=N/NC2=NC3=CC=CC=C3N2,Active,1,,,13,3.94223
1844,14737910,3508056,COCCCNC(=O)C1=CC=CN2C1=NC3=CC4=CC=CC=C4C=C3C2=O,Active,1,,,12.99,3.22236
1845,26664423,223752,CN1C2=NC(=NC(=C2C=N1)NC3=CC=C(C=C3)Br)NC4=CC=C(C=C4)Br,Active,1,,,12.98,0.943049
1846,49680078,135749817,C1=CC=C2C(=C1)NC(=N2)/C(=C(\C3=C(SC(=C3)Cl)Cl)/O)/C#N,Active,1,,,12.93,11.9512
1847,862112,663334,C1C(=NN2C(=NN=C2S1)C3=CC=CC=N3)C4=CC5=C(C=C4)OCO5,Active,1,,,12.92,4.25162
1848,14731395,887895,CCOC1=CC=CC=C1NC(=O)C2=C(OC=C2)C,Active,1,,,12.9,6.34016
1849,49676723,7202927,CCC1=C2C(=CC=C1)SC(=N2)NC(=O)C3CC3,Active,1,,,12.9,4.47735
1850,860366,661662,C1=CC=C(C=C1)C2=NC3=C(C(=C(C=C3O2)Br)N)Br,Active,1,,,12.87,5.25249
1851,49826456,24819354,C1=CC=C2C(=C1)C(=C(S2)C3=CSC=C3)C#CCCO,Active,1,,,12.86,3.61496
1852,17412061,886312,C1=CC=C2C(=C1)N=C(S2)C(=S)NC3=CC=C(C=C3)Cl,Active,1,,,12.86,2.18686
1853,24826300,2531524,CC1=C2C(=CC=C1)C(=CC(=N2)N3CCN(CC3)C4=CC=C(C=C4)OC)C,Active,1,,,12.83,7.36087
1854,49718303,24790082,CC1=NC=C(S1)CN2CCC3=C(C2)C=C(C=C3)NC(=O)C4=CC=CC=C4OC,Active,1,,,12.81,4.55762
1855,16953266,1548457,COC1=CC=C(C=C1)NC2=NC(=CS2)C3=CC=CC=C3,Active,1,,,12.81,3.24963
1856,22403140,135401652,COC1=CC=CC=C1N=CC2=C(CC(CC2=O)C3=CC=CC=C3)O,Active,1,,,12.77,1.31945
1857,4265120,2876651,C1=CC=C(C=C1)C2=NOC(=N2)C3=CC=CC=C3F,Active,1,,,12.77,3.14545
1858,7977299,761946,COCC1=CC(=O)N2C(=N1)C=C(N2)C3=CC(=CC=C3)Br,Active,1,,,12.76,2.7374
1859,24786086,2988276,CNC(=O)C1=CC2=C(O1)C=CC3=CC=CC=C32,Active,1,,,12.73,3.75942
1860,14728588,9547790,CC1=CC=C(C=C1)C2=CC(=O)C3=CC(=C(C=C3N2)OC)OC,Active,1,,,12.69,2.70095
1861,3717562,939745,CC1=NN2C(=C1)N=C(N3C2=NC4=CC=CC=C43)C,Active,1,,,12.68,5.06589
1862,17406775,9725759,C1=CC=C(C=C1)COC2=CC=CC3=C2N=C(C=C3)/C=N/NC(=O)C4=CC=C(C=C4)Cl,Active,1,,,12.68,1.31334
1863,47196088,135442100,COC1=C(C=CC(=C1)N=NC2=CC3=CC=CC=C3C=C2)O,Active,1,,,12.68,1.87876
1864,91762748,2525863,CSCC1=C(OC2=CC=CC=C21)C(=O)NC3=CC=C(C=C3)N4CCOCC4,Active,1,,,12.68,1.12312
1865,17415687,1300987,COC1=C(C=C(C=C1)Br)C(=O)NC2=CC=CC=C2C3=CC=CC=C3,Active,1,,,12.67,2.2365
